unique_id,dataset_index,task_number,eraser_size,remaining_mask,points,user_id,actual_MNIST_label,submitted_MNIST_label,task_duration
2819,2983,6,40,71,69,443,4,4,8068
2820,2984,7,50,55,53,443,7,7,9387
2821,2986,8,80,68,66,443,7,7,5310
2822,2987,9,100,56,56,443,8,8,4313
2823,2988,10,200,0,0,443,1,1,4132
2824,2985,1,5,88,78,444,7,7,25094
2825,2974,1,5,75,9,442,0,0,168015
2826,2989,2,10,81,77,444,9,9,12802
2827,2992,3,16,76,72,444,6,6,11686
2828,2990,1,5,94,82,445,4,4,32804
2829,2993,4,20,63,59,444,5,5,11792
2830,2991,2,10,78,64,442,8,8,36154
2831,2994,2,10,86,80,445,1,1,18944
2832,2995,5,25,58,54,444,7,7,14515
2833,2997,3,16,86,84,445,9,9,8137
2834,2996,3,16,62,54,442,0,0,22448
2835,2997,6,40,58,56,444,9,9,8819
2836,2999,4,20,82,78,445,5,5,11906
2837,3000,7,50,63,59,444,9,9,10859
2838,3002,5,25,76,74,445,8,8,9089
2839,3003,8,80,52,48,444,8,8,12837
2840,3004,6,40,65,63,445,1,1,9409
2841,3005,9,100,56,54,444,3,3,5899
2842,3007,10,200,0,-4,444,5,5,10945
2843,3008,7,50,48,46,445,7,7,6445
2844,3009,8,80,88,88,445,4,4,4332
2845,3010,9,100,56,54,445,7,7,8838
2846,3011,10,200,25,13,445,8,8,34099
2847,3012,1,5,87,77,446,0,0,29177
2848,3013,1,5,89,73,447,3,3,44235
2849,3014,2,10,67,57,446,8,8,26819
2850,3015,2,10,73,63,447,0,0,28663
2851,3016,3,16,56,48,446,0,0,24197
2852,3018,4,20,53,45,446,4,4,20180
2853,3017,3,16,59,51,447,2,2,22220
2854,3019,5,25,64,60,446,1,1,10117
2855,3020,4,20,48,38,447,9,9,25466
2856,3021,6,40,45,39,446,0,0,19593
2857,3023,7,50,48,46,446,2,2,6722
2858,3024,8,80,32,30,446,0,0,6927
2859,3022,5,25,46,40,447,9,9,19854
2860,3025,9,100,6,4,446,5,5,5724
2861,3028,10,200,0,0,446,8,8,4173
2862,3026,6,40,35,29,447,8,8,15833
2863,3029,7,50,47,43,447,8,8,10081
2864,3030,8,80,0,-12,447,9,9,32780
2865,3031,9,100,13,11,447,5,5,7992
2866,3032,10,200,0,-2,447,8,8,6166
2867,3026,1,5,79,47,448,8,8,82487
2868,3033,2,10,77,69,448,3,3,23317
2869,3035,3,16,67,63,448,0,0,14340
2870,3036,4,20,72,68,448,6,6,12389
2871,3034,1,5,87,65,449,3,3,57680
2872,3037,5,25,73,69,448,4,4,10252
2873,3039,6,40,70,66,448,4,4,12206
2874,3040,7,50,59,57,448,8,8,9146
2875,3041,8,80,52,50,448,1,1,8902
2876,3038,2,10,77,61,449,4,4,42437
2877,3043,9,100,50,48,448,6,6,8594
2878,3045,10,200,0,-2,448,1,1,7083
2879,3041,1,5,92,80,450,1,1,30001
2880,3044,3,16,64,52,449,9,9,32123
2881,3047,2,10,87,81,450,3,3,15275
2882,3050,3,16,67,59,450,6,6,20375
2883,3051,4,20,74,70,450,3,3,14577
2884,3053,5,25,75,71,450,6,6,10084
2885,3054,6,40,61,59,450,2,2,7072
2886,3055,7,50,53,51,450,9,9,9022
2887,3056,8,80,28,24,450,4,1,13646
2888,3052,1,5,86,66,453,4,4,53750
2889,3058,9,100,25,23,450,6,6,7387
2890,3060,10,200,0,-2,450,7,7,7262
2891,3048,1,5,73,27,452,3,3,116947
2892,3059,2,10,78,66,453,7,7,30531
2893,3057,1,5,85,65,454,3,3,52350
2894,3062,3,16,70,62,453,5,5,20986
2895,3046,1,5,93,27,451,6,8,169570
2896,3061,2,10,56,40,452,4,4,42528
2897,3063,2,10,76,64,454,9,9,33207
2898,3064,4,20,58,50,453,2,2,23390
2899,3067,3,16,73,69,454,0,0,14466
2900,3068,5,25,56,48,453,1,1,21198
2901,3069,4,20,72,68,454,9,9,13336
2902,3065,3,16,27,9,452,7,7,47024
2903,3070,5,25,64,60,454,1,1,10814
2904,3070,6,40,28,24,453,1,1,14416
2905,3072,6,40,40,36,454,4,4,12149
2906,3074,7,50,44,40,453,4,4,9971
2907,3066,2,10,76,54,451,8,8,59925
2908,3075,7,50,42,40,454,3,3,8952
2909,3076,8,80,16,12,453,9,9,10923
2910,3077,9,100,13,11,453,2,2,7763
2911,3080,10,200,0,-2,453,1,1,6084
2912,3072,4,20,40,24,452,4,4,42526
2913,3079,8,80,20,16,454,7,7,7797
2914,3081,9,100,13,11,454,7,7,5559
2915,3083,10,200,0,0,454,9,9,4152
2916,3081,5,25,55,51,452,7,7,12204
2917,3078,3,16,69,55,451,2,7,37856
2918,3084,6,40,46,40,452,9,9,15688
2919,3086,7,50,30,28,452,8,8,9327
2920,3087,8,80,44,44,452,7,7,4777
2921,3085,4,20,65,55,451,5,5,26184
2922,3088,9,100,0,-6,452,4,4,17668
2923,3089,10,200,0,-2,452,6,6,6308
2924,3090,5,25,62,52,451,9,9,29186
2925,3092,6,40,43,37,451,4,4,19065
2926,3091,1,5,78,38,455,4,4,102163
2927,3093,7,50,56,12,451,8,8,114146
2928,3094,2,10,48,26,455,8,8,58866
2929,3095,8,80,44,42,451,9,6,7040
2930,3097,9,100,25,23,451,6,6,6268
2931,3096,3,16,54,40,455,6,6,37462
2932,3098,10,200,0,-2,451,6,6,5949
2933,3099,4,20,59,49,455,9,9,28257
2934,3101,5,25,41,33,455,4,4,24548
2935,3100,1,5,86,64,456,4,9,55708
2936,3102,6,40,33,23,455,2,1,26075
2937,3104,7,50,59,55,455,9,9,13349
2938,3103,2,10,86,72,456,1,1,39572
2939,3105,8,80,16,10,455,2,2,16598
2940,3107,9,100,25,21,455,0,0,10002
2941,3108,10,200,0,-2,455,3,3,6415
2942,3106,3,16,76,58,456,0,3,48079
2943,3109,1,5,92,84,457,6,6,24904
2944,3110,4,20,88,72,456,4,7,40465
2945,3111,2,10,82,72,457,1,1,27872
2946,3113,3,16,81,77,457,1,1,11852
2947,3114,4,20,82,78,457,8,8,10027
2948,3112,5,25,82,66,456,2,9,41906
2949,3115,5,25,78,76,457,6,6,9127
2950,3116,6,40,62,58,457,7,7,10731
2951,3118,7,50,58,56,457,5,5,9435
2952,3116,6,40,45,33,456,7,7,30570
2953,3119,8,80,64,62,457,8,8,7935
2954,3121,9,100,50,46,457,9,9,10680
2955,3120,7,50,86,80,456,1,1,18097
2956,3122,10,200,0,-2,457,1,1,7246
2957,3123,8,80,64,58,456,6,6,14843
2958,3124,9,100,69,65,456,3,3,13029
2959,3125,10,200,0,-4,456,4,4,12179
2960,3126,1,5,87,69,458,5,5,45062
2961,3128,2,10,69,55,458,0,0,36595
2962,3127,1,5,87,49,459,6,4,99139
2963,3129,3,16,63,51,458,5,5,32932
2964,3130,2,10,76,30,459,1,1,117264
2965,3132,1,5,93,85,460,1,1,23543
2966,3134,2,10,80,72,460,2,2,22319
2967,3133,3,16,70,56,459,2,2,38083
2968,3135,3,16,67,59,460,0,0,21488
2969,3137,4,20,59,51,460,5,5,22239
2970,3136,4,20,60,40,459,6,4,54599
2971,3138,5,25,41,35,460,4,4,19729
2972,3140,6,40,48,44,460,7,7,12201
2973,3141,7,50,45,41,460,5,5,10060
2974,3142,8,80,28,26,460,2,2,6308
2975,3143,9,100,13,11,460,0,0,8027
2976,3145,10,200,0,-2,460,1,1,8807
2977,3143,1,5,88,72,461,0,0,43781
2978,3146,2,10,83,71,461,9,9,30073
2979,3148,3,16,79,73,461,8,8,17327
2980,3147,1,5,94,76,462,2,2,48590
2981,3149,4,20,79,71,461,1,1,22268
2982,3152,5,25,72,66,461,8,8,15572
2983,3150,1,5,88,72,463,3,3,41070
2984,3153,6,40,72,68,461,8,8,13535
2985,3151,2,10,92,78,462,7,7,36130
2986,3155,7,50,67,61,461,1,1,16515
2987,3154,2,10,74,62,463,8,8,31762
2988,3156,1,5,94,86,464,2,9,21765
2989,3158,8,80,40,36,461,8,8,11699
2990,3156,3,16,86,74,462,2,2,33103
2991,3160,2,10,89,87,464,0,0,7303
2992,3160,9,100,38,34,461,0,0,10295
2993,3159,3,16,68,58,463,3,3,25428
2994,3162,3,16,87,85,464,7,7,8536
2995,3164,10,200,0,-2,461,9,9,7770
2996,3166,4,20,80,76,464,2,2,13747
2997,3165,4,20,47,37,463,2,2,25975
2998,3167,5,25,74,72,464,7,7,9241
2999,3162,4,20,84,68,462,7,7,40983
3000,3169,6,40,75,73,464,9,9,7718
3001,3168,5,25,66,62,463,8,8,13006
3002,3172,6,40,61,59,463,6,6,6592
3003,3170,5,25,79,75,462,5,5,12945
3004,3171,7,50,88,84,464,3,3,10719
3005,3173,7,50,34,32,463,9,9,8224
3006,3175,8,80,76,74,464,0,0,8588
3007,3176,8,80,20,16,463,2,2,11743
3008,3174,6,40,77,71,462,3,3,16395
3009,3177,9,100,75,73,464,1,1,7119
3010,3178,9,100,19,17,463,3,3,5307
3011,3180,10,200,50,48,464,5,5,6214
3012,3181,10,200,0,0,463,3,3,4205
3013,3178,7,50,75,67,462,3,3,21812
3014,3182,8,80,72,68,462,4,4,11637
3015,3183,9,100,69,67,462,4,4,7200
3016,3184,10,200,0,-4,462,4,4,9948
3017,3186,1,5,90,76,466,9,9,37672
3018,3187,2,10,80,68,466,6,6,33446
3019,3188,3,16,75,69,466,5,5,19561
3020,3189,4,20,80,78,466,7,7,9560
3021,3190,5,25,79,75,466,9,9,12677
3022,3191,6,40,62,60,466,8,8,9648
3023,3192,7,50,70,68,466,3,3,7226
3024,3185,1,5,88,24,465,5,5,158723
3025,3193,8,80,72,70,466,9,9,7428
3026,3194,9,100,56,54,466,4,4,6955
3027,3196,10,200,0,-2,466,8,8,5572
3028,3195,2,10,83,67,465,0,0,44019
3029,3197,3,16,85,79,465,1,1,15087
3030,3198,4,20,69,61,465,0,0,20801
3031,3199,5,25,65,59,465,2,2,19357
3032,3200,6,40,62,58,465,2,2,13314
3033,3201,7,50,70,68,465,3,3,8390
3034,3202,8,80,56,54,465,9,9,7240
3035,3204,9,100,56,54,465,5,5,8306
3036,3205,10,200,0,-2,465,5,5,6089
3037,3203,1,5,82,56,467,4,4,66941
3038,3206,2,10,85,79,467,7,7,18677
3039,3207,3,16,67,53,467,6,6,36992
3040,3208,4,20,80,76,467,2,2,12560
3041,3209,5,25,74,70,467,7,7,14575
3042,3210,6,40,77,73,467,7,7,11183
3043,3211,7,50,70,68,467,8,8,9703
3044,3213,8,80,52,48,467,0,0,13372
3045,3214,9,100,38,36,467,7,7,8579
3046,3215,10,200,0,-2,467,3,3,9541
3047,3212,1,5,88,72,468,1,0,41555
3048,3216,2,10,76,72,468,5,5,13449
3049,3217,3,16,73,71,468,4,4,8367
3050,3219,4,20,41,29,468,5,7,30937
3051,3220,5,25,54,52,468,3,3,7528
3052,3221,6,40,55,53,468,6,6,6020
3053,3222,7,50,34,34,468,4,4,4234
3054,3223,8,80,56,56,468,7,7,2544
3055,3224,9,100,44,44,468,2,0,2245
3056,3225,10,200,0,0,468,8,8,2620
3057,3227,1,5,92,78,471,9,9,35747
3058,3228,2,10,72,54,471,7,7,48558
3059,3229,3,16,51,35,471,6,4,41540
3060,3230,4,20,63,59,471,1,1,10683
3061,3231,5,25,44,40,471,0,0,13007
3062,3232,6,40,54,52,471,9,9,6449
3063,3233,7,50,58,56,471,3,3,5683
3064,3234,8,80,36,34,471,1,1,7251
3065,3235,9,100,13,13,471,4,4,3929
3066,3236,10,200,0,0,471,7,7,4199
3067,3239,1,5,93,75,474,4,4,46812
3068,3238,1,5,89,33,473,9,0,146634
3069,3240,2,10,88,80,474,4,4,24741
3070,3242,3,16,86,82,474,2,2,13126
3071,3244,1,5,95,83,475,2,2,33423
3072,3245,2,10,92,86,475,6,6,16834
3073,3241,2,10,66,26,473,0,4,104594
3074,3246,3,16,82,76,475,7,7,17445
3075,3248,4,20,87,85,475,0,0,9165
3076,3249,5,25,80,76,475,7,7,12504
3077,3247,3,16,57,39,473,0,0,47990
3078,3250,6,40,61,57,475,7,7,10334
3079,3252,7,50,66,64,475,7,7,8253
3080,3251,4,20,75,71,473,8,8,14705
3081,3253,8,80,60,58,475,7,7,7274
3082,3255,9,100,63,61,475,7,7,6277
3083,3254,5,25,54,46,473,8,8,22044
3084,3257,6,40,73,71,473,9,9,8839
3085,3257,1,5,99,93,476,9,9,16242
3086,3259,7,50,55,51,473,0,0,10090
3087,3261,8,80,68,66,473,4,4,6113
3088,3262,9,100,50,48,473,0,0,5820
3089,3260,2,10,92,84,476,4,4,21157
3090,3263,10,200,25,23,473,9,9,5105
3091,3264,3,16,91,87,476,3,3,10429
3092,3265,4,20,91,87,476,9,9,10340
3093,3266,5,25,88,86,476,5,5,8447
3094,3267,6,40,78,74,476,7,9,10524
3095,3268,7,50,78,74,476,6,6,11766
3096,3269,8,80,68,66,476,0,0,6365
3097,3270,9,100,75,73,476,7,7,8179
3098,3271,10,200,50,48,476,5,5,8603
3099,3271,1,5,90,66,477,5,5,61658
3100,3274,2,10,84,78,477,2,2,15125
3101,3275,3,16,75,65,477,5,5,26788
3102,3277,4,20,74,70,477,9,9,13110
3103,3273,1,5,75,33,478,8,8,109139
3104,3276,1,5,92,84,479,7,7,23035
3105,3278,5,25,66,62,477,4,4,10513
3106,3281,6,40,67,65,477,8,8,9141
3107,3280,2,10,81,77,479,4,4,14809
3108,3279,2,10,76,68,478,8,8,22165
3109,3282,7,50,73,71,477,7,7,5461
3110,3285,8,80,52,50,477,5,5,5248
3111,3284,3,16,71,65,478,9,9,14912
3112,3283,3,16,73,67,479,7,7,18521
3113,3286,9,100,56,54,477,0,0,5324
3114,3289,10,200,25,25,477,5,5,4635
3115,3287,4,20,83,81,479,6,6,9487
3116,3287,4,20,67,61,478,6,6,15466
3117,3291,5,25,79,77,478,3,3,6159
3118,3292,6,40,65,63,478,9,9,7818
3119,3293,7,50,42,40,478,8,8,7525
3120,3290,5,25,66,54,479,4,4,33586
3121,3294,8,80,48,46,478,6,6,7562
3122,3296,9,100,50,48,478,9,9,6697
3123,3295,6,40,69,65,479,1,1,11427
3124,3297,10,200,0,0,478,6,6,4453
3125,3297,7,50,81,79,479,6,6,5448
3126,3299,8,80,64,62,479,8,8,6716
3127,3300,9,100,44,42,479,2,2,6211
3128,3301,10,200,0,-2,479,5,5,4955
3129,3302,1,5,95,93,480,9,9,8458
3130,3303,2,10,90,88,480,9,9,7870
3131,3304,3,16,83,81,480,2,2,4794
3132,3305,4,20,78,76,480,2,2,5224
3133,3306,5,25,77,75,480,1,1,5674
3134,3308,6,40,72,72,480,2,2,3202
3135,3309,7,50,42,40,480,0,0,5125
3136,3310,8,80,40,40,480,9,9,3650
3137,3311,9,100,38,38,480,9,9,2527
3138,3312,10,200,0,0,480,4,4,1995
3139,3306,1,5,90,74,481,1,1,44210
3140,3313,2,10,85,77,481,2,2,22175
3141,3314,3,16,69,59,481,3,3,28134
3142,3315,4,20,75,67,481,4,4,20346
3143,3316,5,25,74,68,481,9,9,17881
3144,3317,6,40,61,57,481,7,7,14582
3145,3318,7,50,75,71,481,3,3,10237
3146,3319,8,80,64,62,481,3,3,8823
3147,3320,9,100,69,67,481,3,3,7833
3148,3321,10,200,25,23,481,1,1,9199
3149,3322,1,5,92,92,482,9,9,60432
3150,3323,2,10,89,89,482,3,3,28007
3151,3324,3,16,78,78,482,7,7,30686
3152,3325,4,20,73,73,482,6,6,31073
3153,3326,5,25,69,69,482,5,5,32691
3154,3327,6,40,73,73,482,6,6,25084
3155,3328,7,50,59,59,482,0,0,26019
3156,3329,8,80,36,36,482,2,2,31038
3157,3330,9,100,56,56,482,6,6,19682
3158,3331,10,200,0,0,482,1,1,21622
3159,3332,1,5,75,43,483,3,3,82480
3160,3333,2,10,59,47,483,2,2,30657
3161,3334,3,16,53,47,483,4,4,17280
3162,3335,4,20,41,35,483,6,6,18700
3163,3336,5,25,42,40,483,3,8,9583
3164,3337,6,40,18,16,483,0,0,8960
3165,3338,7,50,42,42,483,8,8,4674
3166,3339,8,80,24,22,483,2,2,6336
3167,3340,9,100,19,19,483,4,4,3545
3168,3341,10,200,0,0,483,2,4,2898
3169,3342,1,5,93,31,484,2,2,156667
3170,3343,2,10,91,73,484,7,7,49761
3171,3346,1,5,95,77,486,9,9,49089
3172,3348,1,5,88,74,487,9,9,35455
3173,3349,2,10,88,84,487,7,2,12084
3174,3347,2,10,92,44,486,3,3,122557
3175,3351,3,16,75,69,487,4,4,16754
3176,3353,4,20,76,72,487,8,8,10945
3177,3352,3,16,82,70,486,4,4,33583
3178,3354,5,25,62,58,487,8,8,13142
3179,3356,6,40,75,73,487,5,5,8191
3180,3357,7,50,63,57,487,2,2,15650
3181,3355,4,20,78,68,486,9,9,28117
3182,3358,8,80,76,74,487,3,3,7488
3183,3360,9,100,75,73,487,4,4,5463
3184,3361,10,200,50,50,487,5,3,4039
3185,3359,5,25,76,66,486,9,9,25369
3186,3362,6,40,70,60,486,2,2,25272
3187,3363,7,50,70,64,486,6,6,17593
3188,3364,8,80,72,68,486,6,6,12263
3189,3365,9,100,56,54,486,8,8,9029
3190,3366,10,200,0,-2,486,6,6,7803
3191,3367,1,5,76,30,489,0,6,117625
3192,3368,2,10,80,68,489,7,7,32105
3193,3369,3,16,69,61,489,0,0,22708
3194,3371,1,5,88,66,490,9,9,58438
3195,3373,1,5,96,90,491,1,9,19897
3196,3374,2,10,84,78,491,9,8,16695
3197,3375,3,16,58,50,491,1,7,24655
3198,3376,4,20,46,36,491,0,0,25789
3199,3377,5,25,41,35,491,0,0,19174
3200,3378,6,40,26,20,491,5,5,18840
3201,3379,7,50,41,37,491,1,7,14496
3202,3380,8,80,20,18,491,1,1,9509
3203,3381,9,100,25,23,491,2,2,7238
3204,3382,10,200,0,-2,491,9,6,6288
3205,3383,1,5,96,90,492,3,8,19849
3206,3384,2,10,84,74,492,5,8,28344
3207,3385,3,16,75,69,492,5,5,18918
3208,3386,4,20,74,70,492,3,3,13825
3209,3388,1,5,96,88,493,4,9,20623
3210,3389,2,10,86,80,493,9,9,19221
3211,3390,3,16,75,69,493,2,2,19325
3212,3391,4,20,71,65,493,0,0,15255
3213,3392,5,25,66,62,493,6,6,13294
3214,3393,6,40,57,43,493,1,1,38132
3215,3394,7,50,47,45,493,1,1,7903
3216,3395,8,80,44,42,493,2,2,6825
3217,3396,9,100,31,29,493,0,0,5772
3218,3397,10,200,0,0,493,3,3,4561
3219,3398,1,5,89,69,494,9,9,52407
3220,3399,2,10,72,58,494,4,4,38751
3221,3400,3,16,58,48,494,3,3,26894
3222,3401,4,20,58,50,494,5,5,23217
3223,3402,5,25,38,30,494,3,3,19989
3224,3403,6,40,47,43,494,6,6,13709
3225,3404,7,50,34,32,494,3,3,9222
3226,3405,8,80,24,22,494,7,7,7064
3227,3406,9,100,50,48,494,1,1,6794
3228,3407,10,200,0,-2,494,8,8,5683
3229,3408,1,5,89,39,495,7,7,127324
3230,3409,2,10,83,73,495,0,0,28470
3231,3410,3,16,62,54,495,0,0,23209
3232,3411,4,20,76,72,495,1,1,11211
3233,3412,5,25,73,69,495,1,1,11341
3234,3413,6,40,49,43,495,2,6,16787
3235,3414,7,50,61,59,495,9,9,7713
3236,3415,8,80,56,54,495,3,3,5378
3237,3416,9,100,63,61,495,5,5,5089
3238,3417,10,200,25,23,495,4,4,5358
3239,3421,1,5,100,98,499,6,0,7682
3240,3422,2,10,80,68,499,3,3,33960
3241,3423,3,16,82,80,499,7,7,7171
3242,3425,1,5,93,83,500,8,8,27901
3243,3426,2,10,74,62,500,7,7,34509
3244,3427,3,16,82,78,500,1,1,10032
3245,3428,4,20,79,77,500,7,7,8185
3246,3429,5,25,68,66,500,0,0,7900
3247,3430,6,40,64,62,500,1,1,8488
3248,3431,7,50,69,67,500,1,1,6888
3249,3432,8,80,48,46,500,8,8,7859
3250,3433,9,100,63,61,500,5,5,9335
3251,3434,10,200,25,23,500,0,0,7950
3252,3435,1,5,92,78,501,3,3,35558
3253,3436,2,10,84,74,501,4,4,24974
3254,3437,3,16,74,68,501,4,4,18914
3255,3438,4,20,74,70,501,8,8,14122
3256,3439,5,25,73,69,501,4,4,12540
3257,3440,6,40,66,62,501,1,1,9981
3258,3441,7,50,69,67,501,0,0,6949
3259,3442,8,80,40,36,501,7,7,12947
3260,3443,9,100,63,59,501,0,0,9832
3261,3444,10,200,0,-2,501,2,2,7470
3262,3445,1,5,92,84,502,6,6,23147
3263,3446,2,10,67,55,502,8,8,30305
3264,3447,3,16,63,57,502,9,9,18542
3265,3448,4,20,62,58,502,7,7,11154
3266,3449,5,25,64,62,502,6,6,9142
3267,3450,6,40,39,37,502,4,4,8520
3268,3451,7,50,47,45,502,6,6,5487
3269,3452,8,80,28,26,502,3,3,5952
3270,3453,9,100,6,4,502,5,5,6081
3271,3454,10,200,0,0,502,6,6,4254
3272,3456,1,5,95,89,505,1,1,17792
3273,3457,2,10,89,83,505,4,4,18247
3274,3458,3,16,77,71,505,4,4,16284
3275,3459,4,20,67,61,505,4,4,16782
3276,3460,5,25,73,69,505,3,3,12676
3277,3461,6,40,71,69,505,0,0,7974
3278,3462,7,50,72,70,505,3,3,6209
3279,3463,8,80,64,62,505,7,7,5302
3280,3464,9,100,50,48,505,1,1,5025
3281,3465,10,200,0,0,505,9,9,4476
3282,3466,1,5,84,66,506,3,3,47558
3283,3467,2,10,77,71,506,5,5,18834
3284,3468,3,16,47,39,506,1,1,23121
3285,3469,4,20,47,41,506,7,7,19222
3286,3470,5,25,63,59,506,2,9,10291
3287,3471,6,40,32,28,506,3,3,10971
3288,3472,7,50,38,36,506,3,3,6996
3289,3473,8,80,8,2,506,1,1,15031
3290,3474,9,100,13,11,506,6,6,5315
3291,3475,10,200,0,0,506,4,4,4586
3292,3476,1,5,97,93,507,8,8,10496
3293,3477,2,10,80,74,507,4,9,15933
3294,3478,3,16,62,54,507,1,1,21995
3295,3479,4,20,56,52,507,0,0,14040
3296,3480,5,25,53,49,507,8,8,10429
3297,3481,6,40,64,62,507,9,9,5725
3298,3482,7,50,58,58,507,8,8,4595
3299,3483,8,80,28,28,507,9,9,4908
3300,3484,9,100,31,31,507,4,4,4597
3301,3485,10,200,0,0,507,6,6,4103
3302,3487,1,5,91,75,509,1,1,43828
3303,3488,2,10,77,53,509,1,1,61241
3304,3489,3,16,64,42,509,8,8,57535
3305,3490,4,20,57,39,509,0,0,47701
3306,3491,1,5,92,68,510,3,3,62488
3307,3492,5,25,48,34,509,0,0,34262
3308,3494,6,40,55,37,509,7,7,46362
3309,3493,2,10,72,48,510,8,8,64008
3310,3496,7,50,47,37,509,4,4,21766
3311,3495,3,16,60,42,510,8,8,49276
3312,3497,4,20,71,63,510,8,8,20266
3313,3499,5,25,60,54,510,8,8,17710
3314,3498,8,80,40,32,509,7,7,15976
3315,3500,6,40,51,49,510,5,5,8548
3316,3501,7,50,53,49,510,8,8,11626
3317,3503,8,80,32,30,510,4,4,6717
3318,3504,9,100,50,48,510,4,4,5678
3319,3505,10,200,0,0,510,7,7,3884
3320,3502,9,100,38,32,509,8,4,13322
3321,3506,10,200,0,-4,509,9,9,10120
3322,3507,1,5,79,37,511,7,7,106004
3323,3508,2,10,78,64,511,9,9,36960
3324,3509,3,16,52,32,511,1,1,54003
3325,3510,4,20,67,59,511,9,9,24006
3326,3511,5,25,74,70,511,9,9,13689
3327,3512,6,40,65,61,511,8,8,11203
3328,3513,7,50,72,70,511,8,8,8211
3329,3514,8,80,36,34,511,0,0,9431
3330,3515,9,100,13,7,511,7,7,16273
3331,3516,10,200,0,-2,511,0,0,7892
3332,3517,1,5,86,50,512,8,8,90849
3333,3518,2,10,74,64,512,7,7,28111
3334,3519,3,16,51,35,512,9,9,42097
3335,3520,4,20,0,-26,512,6,6,65804
3336,3521,5,25,66,60,512,3,3,17160
3337,3522,6,40,37,27,512,7,4,26377
3338,3523,7,50,69,67,512,3,3,7533
3339,3524,8,80,20,18,512,6,6,9627
3340,3525,9,100,13,11,512,5,5,7949
3341,3526,10,200,0,0,512,8,8,4381
3342,3527,1,5,84,22,513,5,5,159223
3343,3528,2,10,64,32,513,9,9,82581
3344,3529,3,16,47,21,513,0,0,65431
3345,3530,4,20,67,59,513,6,6,22240
3346,3531,5,25,40,26,513,7,7,34964
3347,3532,6,40,34,20,513,1,1,37259
3348,3533,7,50,45,41,513,9,9,12047
3349,3535,8,80,36,34,513,5,5,9011
3350,3536,9,100,19,15,513,2,6,11917
3351,3537,10,200,0,-2,513,6,6,5784
3352,3534,1,5,85,65,514,0,0,52256
3353,3538,2,10,68,56,514,7,7,30563
3354,3539,3,16,65,61,514,5,5,13864
3355,3541,4,20,52,48,514,0,0,10489
3356,3539,1,5,94,82,515,5,5,31258
3357,3542,5,25,45,43,514,3,3,9384
3358,3544,6,40,24,20,514,9,9,12686
3359,3543,2,10,85,79,515,6,6,19038
3360,3545,7,50,28,26,514,1,1,8272
3361,3547,8,80,52,50,514,4,4,5360
3362,3546,3,16,88,84,515,1,1,13152
3363,3548,9,100,19,19,514,4,4,4880
3364,3550,10,200,0,0,514,3,3,4467
3365,3549,4,20,70,54,515,1,0,44432
3366,3551,1,5,84,66,516,1,1,49007
3367,3552,5,25,72,62,515,3,3,26002
3368,3554,6,40,73,69,515,8,8,11627
3369,3555,7,50,69,67,515,8,8,7172
3370,3556,8,80,64,62,515,7,7,8092
3371,3557,9,100,31,29,515,2,2,9551
3372,3558,10,200,0,-2,515,5,5,8777
3373,3559,1,5,92,82,517,6,6,29771
3374,3560,2,10,82,72,517,1,1,28645
3375,3562,3,16,66,60,517,0,0,17704
3376,3563,4,20,73,69,517,5,5,12974
3377,3564,5,25,61,55,517,2,2,15745
3378,3565,6,40,65,61,517,0,0,12022
3379,3566,7,50,66,62,517,9,9,10214
3380,3567,8,80,48,44,517,1,1,12588
3381,3568,9,100,69,67,517,0,0,7061
3382,3569,10,200,0,-2,517,2,2,8095
3383,3570,1,5,83,61,519,8,9,59394
3384,3571,2,10,65,45,519,3,3,51273
3385,3572,3,16,62,54,519,6,6,20765
3386,3573,4,20,50,38,519,4,4,32054
3387,3574,5,25,55,51,519,2,2,13085
3388,3575,6,40,44,40,519,5,5,13621
3389,3576,7,50,42,38,519,3,3,9989
3390,3577,8,80,52,50,519,6,6,6712
3391,3578,9,100,0,-4,519,2,2,12038
3392,3579,10,200,0,-2,519,7,7,5975
3393,3581,1,5,94,88,521,8,8,18872
3394,3582,2,10,70,58,521,2,2,30054
3395,3583,3,16,85,81,521,9,9,10086
3396,3584,4,20,76,70,521,8,8,16393
3397,3585,5,25,74,68,521,0,0,15966
3398,3586,6,40,57,53,521,6,6,10653
3399,3587,7,50,73,71,521,1,1,5312
3400,3588,8,80,80,78,521,9,9,5374
3401,3589,9,100,31,29,521,2,2,9790
3402,3590,10,200,25,23,521,0,0,5790
3403,3591,1,5,91,77,522,3,3,35155
3404,3592,2,10,91,85,522,1,1,18864
3405,3594,3,16,72,60,522,9,9,32019
3406,3595,4,20,78,72,522,5,5,17613
3407,3597,5,25,84,80,522,6,6,13114
3408,3598,6,40,63,57,522,9,9,15753
3409,3599,7,50,63,59,522,7,7,10326
3410,3596,1,5,81,55,524,3,5,66238
3411,3600,8,80,60,58,522,8,8,8780
3412,3602,9,100,50,48,522,1,1,6211
3413,3603,10,200,25,23,522,0,0,7245
3414,3601,2,10,62,50,524,8,8,34537
3415,3604,3,16,67,61,524,1,1,15467
3416,3605,4,20,46,40,524,1,1,16554
3417,3606,5,25,58,54,524,3,3,10051
3418,3607,6,40,0,-6,524,2,2,16974
3419,3608,7,50,55,53,524,4,4,7361
3420,3609,8,80,48,48,524,3,3,4263
3421,3610,9,100,38,38,524,0,0,3861
3422,3611,10,200,0,0,524,4,4,3103
